,problem_id,problem_id.1,translated
244,245,"[""But bitches be mad than a Mf when they don't know what I'm doing &amp; how I getting it ""]",[“但是婊子们不知道我在做什么，我是怎么得到的，他们会比Mf更生气”]
245,246,"[""But if you knew , bitch you'll do better ""]",[“但如果你知道，婊子你会做得更好”]
246,247,['But no one calls him a pussy for his injuries'],[“但没人因为他的伤叫他娘娘腔”]
247,248,"[""But not prettier than Amber's.  Her pussy is pretty""]",[“但不比琥珀的漂亮。她的阴部很漂亮”]
248,249,"[""But rich is a light skin coon. So it's expected.""]",[“但里奇是一个轻薄的皮肤浣熊。所以这是意料之中的。”]
249,250,['But she a bad bad bitch make you late for it.'],
250,251,['But she can shade the shit out a bitch  #YourWifeCantRead'],
251,252,['But she is a hoe.?  idk about that ,但她是个锄头。？我知道了
252,253,['But staying up gon be a bitch.'],[“但是熬夜是个婊子。”]
253,254,['But they only talk on twitter bc pussies in real life'],
254,255,['But this emotional shit is absolutely for the birds.....'],
255,256,['But who is me to TALK  about the next bitch flexing  when I done don it before '],
256,257,"[""But why did this bitch just follow me...don't even like u @_graceexo""]",[“但是为什么这个婊子就跟着我…甚至不喜欢你@\u gracexo”]
257,258,"[""But why does my school always have prom on Friday the 13th like this isn't some Freddy Vs Jason shit Even tho some bitches gonna look it ""]",[“但是为什么我的学校总是在13号星期五举行舞会，就像这不是弗雷迪和杰森的混帐，即使有些婊子会看它”]
258,259,['But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.'],
259,260,"[""But you bird ass niggas out here getting your feathers ruffled just shook. And ain't no such thing as a half way crook.""]",[“但是你这个鸟屁股黑鬼，把你的羽毛弄皱了，只是抖了抖。也不是半途而废的骗子
260,261,"[""But you can't tell a broke bitch nothin  ""]",[“但是你不能告诉一个破产的婊子任何事”]
261,262,"[""But you love me, you don't wanna be with nobody else, blah blah.. Bullshit fa the birds..""]",[“但是你爱我，你不想和别人在一起，等等。。胡说鸟……“]
262,263,"['But you.. Nvm I don\'t see why men disrespect women by calling them offensive names like ""bitch"", ""hoe"", ""slut"", or ""female"". Smh']",['但是你。。我不明白为什么男人不尊重女人，叫她们无礼的名字，比如“婊子”、“锄头”、“荡妇”或“女人”。Smh']
263,264,['Butler Unchained Review ,['巴特勒无约束评论
264,265,['Butters get all the hoes'],
265,266,['Bye bitch.'],
266,267,"['Bye, Bye Charlie Strong.']",[“再见，查理·斯特朗。”]
267,268,['Bytch was an infant... How the hell this bitch 18 talking bout how much she remember bout Pac before he died!?!'],比奇还是个婴儿。。。这个18岁的婊子怎么会说在帕克死前她还记得他多少事！？！']
268,269,['CAIR Publishes a Hit List for Jihadis ,
269,270,['CEBROS and corporate hoes'],[“CEBROS和公司锄头”]
270,271,['CLEARY diz princess iz a bad bitch. ,克利里说伊兹公主是个坏婊子。
271,272,"[""CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay""]",[“没有人会对他选择和谁在一起感到生气我不能对任何婊子感到生气这是黑鬼干的事”]
272,273,"[""COME TO TND!!!! Atrocities starts at 7, followed by Lost Cause, Auramea, Night Verses, and NORMA JEAN! Let's fill this bitch.""]",
273,274,['Caleb needs to stop being a little bitch.'],
274,275,"[""Caleb's a dick and Hanna's a bitch I hate them both now ""]",
275,276,['California has gangs because California is trash.'],
276,277,['California is home to skater trash.'],[“加州是滑板垃圾的故乡。”]
277,278,"['Call a hoe a hoe, and a rat a rat']",
278,279,['Call a negro'],
279,280,['Call dat bitch... ,叫那个婊子。。。
280,281,"['Call me a dumb bitch but ion even know wtf ""Ebola"" is ']",[‘叫我笨婊子，但我甚至知道埃博拉病毒是’
281,282,['Call me a fag but I love when people turn their heads or look out of their cars when I drive by cause they head me slumpin. Bitches love it'],['叫我基佬，但我喜欢人们在我开车经过的时候把头转过来或从车里看出去，因为他们把我撞倒了。婊子爱死它了']
282,283,"[""Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair.""]",[“如果你想叫我犹太人区，但我正戴着帽子上下班。”]
283,284,['Call of duty out this bitch'],
284,285,"['Call when you grow up. If you live that long. Sorry for parents with such poor skills they got you .old bitch""']",你长大了就打电话。如果你活那么久。很抱歉你的父母技术这么差。老婊子“']
285,286,['Called Eddie a hoe.... By mistake doe. Lol'],[“叫埃迪锄头…”。。。。我错了。Lol']
286,287,['Calling it am early night heartache is a bitch #broken'],[‘叫它凌晨心痛是个婊子#碎了’]
287,288,"['Calling out teabaggers, conservatives on their BS: ",
288,289,['Calling these nasty hoes out! \nMrs. Wells is too real ,
289,290,['Cam Newton is Such a little girl like grow up and quit actin like a bitch'],[“Cam Newton是一个像“长大后像个婊子一样放弃肌动蛋白”这样的小女孩]
290,291,"[""Cam Newton is such a pussy he needs to grow up and learn he isn't a hotshot any more""]",
291,292,['Came home and found my cat sleeping on my pillow ;c I love that niggah.'],
292,293,"[""Camo day! Catch me at school huntin' for basic bitches ",
293,294,['Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing'],
294,295,['Can Charlie Crist pull one over on Rick Scott? Well he did pull one over on #floridaprimary dems tonite. #TPOT #Election2014'],
295,296,['Can Dick Sherman get caught doing blow of a tranny hooker some time soon please? Preferably Pete Carroll'],
296,297,['Can I bring another bitch can we have a threesome or nahhh'],
297,298,['Can I bring another bitch or nah'],
298,299,['Can I bring another bitch or nah?'],[“我能再带一个婊子来吗？”]
299,300,['Can I double stuff your Oreo?'],
300,301,['Can I get some good neck out dis hoe?'],[“能给我弄点好东西吗？”]
301,302,['Can I have a bad bitch without no flaws?\nCome to meet me without no drawers?'],['我能有一个没有缺点的坏婊子吗？\不带抽屉来见我吗]
302,303,['Can I have a bad bitch without no flawwssss'],[“我能有一个没有缺点的坏婊子吗”]
303,304,['Can I pay you to stop being a Lil bitch? Gah damn shut the fuck up!'],['我能付钱让你别再做个小婊子吗？他妈的闭嘴]
304,305,['Can I sit on your face  Sit on a hot stove bitch ,我能坐在你脸上坐在火炉上吗
305,306,['Can i bring another bitch or nah'],
306,307,['Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into'],[“我的学校能不能他妈的把走廊中间那些我经常碰到的垃圾桶搬走”]
307,308,"[""Can never follow bitches who's bios look like this ",[“永远不能跟这样的婊子走
308,309,['Can really hold phone convos in my house with this trash ass service'],[“真的可以用这个垃圾服务在我家里举行电话会议”]
309,310,"[""Can someone beat Justin beibers ass? He's such little pussy.""]",[“有人能打败贾斯汀·贝伯斯吗？他真是个小娘娘腔
310,311,['Can someone get me cheese and crackers'],有人能给我拿奶酪和饼干吗
311,312,"[""Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?""]",[“有人能向我解释一下，为什么鸟儿这么生气&毁坏了猪舍？”]
312,313,"[""Can someone treat me to some grub? I'm broke bitch over here.""]",[“有人能请我吃点东西吗？我在这里破产了
313,314,['Can these birds shut the fuck up'],[“这些鸟能他妈的闭嘴吗”]
314,315,['Can this bitch already update '],['这个婊子已经更新了吗']
315,316,['Can this bitch hurry up... #INeedMyEigth'],这婊子能不能快点。。。#IneedMyIgth']
316,317,['Can this bitch sit the fuck down and shut the fuck up'],[“这婊子能他妈的坐下来闭嘴吗”]
317,318,"[""Can u say hoe hoe hoe? Ewww she was nasty. I was so mean to her on the daily. I'll spare the details lol.""]",[“你能说锄锄吗？她真讨厌。我在日报上对她太刻薄了。我会省去细节的lol.“]
318,319,['Can we bomb the selfie-monkey out of my timeline?'],[“我们能不能把自拍猴子从我的时间表中炸出来？”]
319,320,"[""Can we revisit idea of two teams of playing against each other? I would like to see a game every now &amp; then.""]",[“我们能重新考虑两队互相比赛的想法吗？我想时不时地看一场比赛。”]
320,321,['Can you catch a box hoe'],
321,322,['Can you catch a box hoe ?'],[“你能抓住一个锄头吗？”]
322,323,['Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful'],
323,324,['Can you let me stretch that pussy out or nah'],
324,325,['Can you let me stretch that pussy out or nahhh'],
325,326,['Can you really take dick or nah?\nCan I bring another bitch or nah?'],
326,327,"['Cant wait to humble these niggas in the playoffs again. Until then, good job hoes']",我迫不及待地想在季后赛中再次让这些黑鬼卑躬屈膝。在那之前，干得好
327,328,"[""Can't be a major nigga with a minor hoe""]",
328,329,"[""Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.""]",[“不会有比因为一场该死的扬基队比赛还在进行而被警察打断更糟糕的事情了。”]
329,330,"[""Can't beat a score of 12 on flappy bird #givingup""]",
330,331,"[""Can't even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard""]",[“在他妈的车里都睡不着，因为这个混蛋开得像个白痴，把休息时间抽得太紧”]
331,332,"[""Can't find my BC powder .. I'll just chug this children's Advil""]",[“找不到我的BC粉。。我就把这个儿童广告给你“]
332,333,"[""Can't fuck wit no bitch ugly friends,""]",
333,334,"[""Can't fuck with a coon ass girl bruh""]",
334,335,"[""Can't fuck with no bitches. Just can't do it.""]",
335,336,"[""Can't get no money from me you silly hoe""]",
336,337,"[""Can't get no pussy to Kirk Franklin idc how long it's been for ya""]",
337,338,"[""Can't have a bitch with no future or goals. I love kids but if you're not a parent first I can't deal with you""]",
338,339,"[""Can't keep a bitch but its cool cause money still around""]",[“养不住一个婊子，但很酷，因为钱还在”]
339,340,"[""Can't keep a shallow bitch if ya pockets ain't deep.""]",[“如果你口袋不深，就不能养一个肤浅的婊子。”]
340,341,"[""Can't let nobody play my gta, bitches like using up all ya ammo n gettin ya dude kilt by the cops""]",
341,342,"[""Can't neva be a sucka for no bitch.. That ain't me""]",
342,343,"[""Can't no hoe #FixMyLife""]",[“不能没有锄头#修理我的生活”]
343,344,"[""Can't save these hoes""]",
344,345,"[""Can't stand a bitch that always feels the need to be doing somethin. Sit your ass at home and be bored you ain't gotta be a hoe all the time""]",[“受不了一个总觉得有必要做点什么的婊子。坐在家里无聊你不必一直是个锄头“]
345,346,"[""Can't stand a nigga that curve his boys for some hoes""]",[“不能忍受一个黑人为了一些锄头而拐弯他的孩子”]
346,347,"[""Can't stand a sob ass bitch""]",
347,348,"[""Can't stand bitch ass niggas.""]",[“受不了贱人黑鬼。”]
348,349,"[""Can't stand ghetto ratchet ass mofos ""]",
349,350,"[""Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage""]",
350,351,"[""Can't stand that faggot.""]",[“受不了那个同性恋。”]
351,352,"[""Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. \n\nGetting beaned would be better!""]",[“受不了洋基队，但杰特在纽约的最后一场击球中打出一个本垒打是很酷的。\n\n穿上珠子会更好！”]
352,353,"['Can\'t stand when I see a female just get out of relationship &amp; 2 days later their ""talking"" to another guy , hoes gonna be hoes smh']",[“当我看到一个女人刚从关系中走出来时，我受不了&amp；两天后他们和另一个男人“说话”，hoes gonna hoes smh']
353,354,"[""Can't stop eating graham crackers""]",[“不能停止吃全麦饼干”]
354,355,"[""Can't take u coons nowhere &amp; I mean nowhere""]",
355,356,"[""Can't tell if Mexico has been impressive or if Brazil has just been trash today""]",[“不知道墨西哥是给人留下深刻印象，还是巴西今天只是垃圾”]
356,357,"[""Can't tell me shit, cuz ion care bitch.""]",
357,358,"[""Can't trust every face, bitch you gotta watch em'""]",[“不能相信每一张脸，婊子你得看着他们”]
358,359,"[""Can't trust these bitches. And these niggas either.""]",
